"Specific Product Standard","Product","Quality","Form","Country / Region","Producer Scope","Price level (INCOTERMS)","Currency / Unit","Fairtrade minimum price","Fairtrade premium","Date of validity","Product specific information"
"Oilseeds and Oleaginous fruit","Coconut","Conventional","for processing; whole brown nut","Worldwide (exc. Pacific)","SPO / HL","EXW","USD/nut","0.14","0.02","1/Dec/09",""
"Oilseeds and Oleaginous fruit","Coconut","Conventional","fresh; whole dry with shell","South-Eastern Asia","SPO / HL","EXW","-","Commercial price","15% of the Commercial price","13/Apr/18",""
"Oilseeds and Oleaginous fruit","Coconut","Conventional","whole dry with shell","South America","SPO / HL","EXW","USD/MT","357","30","9/May/11",""
"Oilseeds and Oleaginous fruit","Coconut","Conventional","whole dry with shell","South America","SPO / HL","FOB","USD/MT","428","30","9/May/11",""
"Oilseeds and Oleaginous fruit","Coconut","Conventional","whole dry with shell","Southern Asia","SPO / HL","EXW","-","Commercial price","15% of the commercial price","13/Jul/15",""
"Oilseeds and Oleaginous fruit","Coconut","Conventional","whole dry with shell","Western Africa","SPO / HL","EXW","USD/MT","314","30","9/May/11",""
"Oilseeds and Oleaginous fruit","Coconut","Conventional","whole dry with shell","Western Africa","SPO / HL","FOB","USD/MT","377","30","9/May/11",""
"Oilseeds and Oleaginous fruit","Coconut","Conventional","whole fresh","Windward Islands","SPO / HL","EXW","USD/1000 nuts","112","11","1/Oct/04",""
"Oilseeds and Oleaginous fruit","Coconut","Organic","for drying; whole dry with shell","Pacific","SPO","EXW","USD/nut","0.09","0.01","19/Nov/12",""
"Oilseeds and Oleaginous fruit","Coconut","Organic","for drying; whole dry with shell","Worldwide (exc. Pacific)","SPO","EXW","USD/nut","0.15","0.02","9/May/11",""
"Oilseeds and Oleaginous fruit","Coconut","Organic","for processing; whole brown nut","Pacific","SPO","EXW","USD/nut","0.09","0.01","19/Nov/12",""
"Oilseeds and Oleaginous fruit","Coconut","Organic","for processing; whole brown nut","Worldwide (exc. Pacific)","SPO / HL","EXW","USD/nut","0.15","0.02","1/Dec/09",""
"Oilseeds and Oleaginous fruit","Coconut","Organic","fresh; whole dry with shell","South-Eastern Asia","SPO / HL","EXW","-","Commercial price","15% of the Commercial price","13/Apr/18",""
"Oilseeds and Oleaginous fruit","Coconut","Organic","whole dry with shell","South America","SPO / HL","EXW","USD/MT","392","30","9/May/11",""
"Oilseeds and Oleaginous fruit","Coconut","Organic","whole dry with shell","South America","SPO / HL","FOB","USD/MT","471","30","9/May/11",""
"Oilseeds and Oleaginous fruit","Coconut","Organic","whole dry with shell","Southern Asia","SPO / HL","EXW","-","Commercial price","15% of the commercial price","13/Jul/15",""
"Oilseeds and Oleaginous fruit","Coconut","Organic","whole dry with shell","Western Africa","SPO / HL","EXW","USD/MT","345","30","9/May/11",""
"Oilseeds and Oleaginous fruit","Coconut","Organic","whole dry with shell","Western Africa","SPO / HL","FOB","USD/MT","414","30","9/May/11",""
"Oilseeds and Oleaginous fruit","Flaxseed  (Linum usitatissimum)","Conventional","","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","26/Sep/18",""
"Oilseeds and Oleaginous fruit","Flaxseed  (Linum usitatissimum)","Organic","","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","26/Sep/18",""
"Oilseeds and Oleaginous fruit","Mahua seed  (Madhuca langifolia)","Conventional","","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","16/Jul/19",""
"Oilseeds and Oleaginous fruit","Mahua seed  (Madhuca langifolia)","Organic","","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","16/Jul/19",""
"Oilseeds and Oleaginous fruit","Mango Seed Kernel","Conventional","","Worldwide","SPO / HL","EXW","","Commercial price","15% of the commercial price","12/17/2020",""
"Oilseeds and Oleaginous fruit","Mango Seed Kernel","Organic","","Worldwide","SPO / HL","EXW","","Commercial price","15% of the commercial price","12/17/2020",""
"Oilseeds and Oleaginous fruit","Olive","Conventional","","Northern Africa","SPO","EXW","EUR/kg","market price","0.06","27/May/14",""
"Oilseeds and Oleaginous fruit","Olive","Conventional","","South America","SPO","EXW","EUR/kg","market price","15% of the market price","4/Jun/14",""
"Oilseeds and Oleaginous fruit","Olive","Conventional","","Western Asia and Middle East","SPO","EXW","EUR/kg","0.7","0.07","4/Nov/08",""
"Oilseeds and Oleaginous fruit","Olive","Organic","","Northern Africa","SPO","EXW","EUR/kg","market price","0.07","27/May/14",""
"Oilseeds and Oleaginous fruit","Olive","Organic","","South America","SPO","EXW","EUR/kg","market price","15% of the market price","4/Jun/14",""
"Oilseeds and Oleaginous fruit","Olive","Organic","","Western Asia and Middle East","SPO","EXW","EUR/kg","0.8","0.08","4/Nov/08",""
"Oilseeds and Oleaginous fruit","Olive Oil","Conventional","extra virgin","Northern Africa","SPO","EXW","EUR/kg","market price","0.4","27/May/14",""
"Oilseeds and Oleaginous fruit","Olive Oil","Conventional","extra virgin","South America","SPO","EXW","EUR/kg","market price","15% of the market price","4/Jun/14",""
"Oilseeds and Oleaginous fruit","Olive Oil","Conventional","extra virgin","Western Asia and Middle East","SPO","EXW","EUR/kg","3.3","0.4","4/Nov/08",""
"Oilseeds and Oleaginous fruit","Olive Oil","Conventional","virgin","Northern Africa","SPO","EXW","EUR/kg","market price","0.4","27/May/14",""
"Oilseeds and Oleaginous fruit","Olive Oil","Conventional","virgin","South America","SPO","EXW","EUR/kg","market price","15% of the market price","4/Jun/14",""
"Oilseeds and Oleaginous fruit","Olive Oil","Conventional","virgin","Western Asia and Middle East","SPO","EXW","EUR/kg","2.9","0.4","4/Nov/08",""
"Oilseeds and Oleaginous fruit","Olive Oil","Organic","extra virgin","Northern Africa","SPO","EXW","EUR/kg","market price","0.5","27/May/14",""
"Oilseeds and Oleaginous fruit","Olive Oil","Organic","extra virgin","South America","SPO","EXW","EUR/kg","market price","15% of the market price","4/Jun/14",""
"Oilseeds and Oleaginous fruit","Olive Oil","Organic","extra virgin","Western Asia and Middle East","SPO","EXW","EUR/kg","3.8","0.5","4/Nov/08",""
"Oilseeds and Oleaginous fruit","Olive Oil","Organic","virgin","Northern Africa","SPO","EXW","EUR/kg","market price","0.5","27/May/14",""
"Oilseeds and Oleaginous fruit","Olive Oil","Organic","virgin","South America","SPO","EXW","EUR/kg","market price","15% of the market price","4/Jun/14",""
"Oilseeds and Oleaginous fruit","Olive Oil","Organic","virgin","Western Asia and Middle East","SPO","EXW","EUR/kg","3.3","0.5","4/Nov/08",""
"Oilseeds and Oleaginous fruit","Sal Seed  (Shorea robusta)","Conventional","","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","16/Jul/19",""
"Oilseeds and Oleaginous fruit","Sal Seed  (Shorea robusta)","Organic","","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","16/Jul/19",""
"Oilseeds and Oleaginous fruit","Sesame Seed","Conventional","","Worldwide","SPO","FOB","USD/MT","1190","220","before 2004",""
"Oilseeds and Oleaginous fruit","Sesame Seed","Organic","","Worldwide","SPO","FOB","USD/MT","1300","220","before 2004",""
"Oilseeds and Oleaginous fruit","Shea Butter","Conventional","","Eastern and Western Africa","SPO","EXW","EUR/MT","2440","185","31/May/10",""
"Oilseeds and Oleaginous fruit","Shea Butter","Conventional","","Eastern and Western Africa","SPO","FOB","EUR/MT","2640","185","31/May/10",""
"Oilseeds and Oleaginous fruit","Shea Butter","Organic","","Eastern and Western Africa","SPO","EXW","EUR/MT","3000","185","31/May/10",""
"Oilseeds and Oleaginous fruit","Soybean","Conventional","","Worldwide","SPO","EXW","USD/MT","355","35","5/Dec/08",""
"Oilseeds and Oleaginous fruit","Soybean","Organic","","Worldwide","SPO","EXW","USD/MT","510","50","5/Dec/08",""
"Prepared and Preserved Fruit & Vegetables","Acai","Conventional","pulp","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","8/Aug/13",""
"Prepared and Preserved Fruit & Vegetables","Acai","Organic","pulp","Worldwide","SPO / HL","EXW","-","Commercial price","15% of the commercial price","8/Aug/13",""
"Prepared and Preserved Fruit & Vegetables","Apple","Conventional","Concentrate juice","South Africa","SPO / HL","FOB","USD/MT","960","96","28/Apr/04",""
"Prepared and Preserved Fruit & Vegetables","Apricot  (Prunus armeniaca L.)","Conventional","dried; wild","Pakistan","CP","EXW","GBP/kg","0.19","0.05","15/Nov/07","excluding transport to processing plant"
"Prepared and Preserved Fruit & Vegetables","Apricot  (Prunus armeniaca L.)","Conventional","dried","Pakistan","CP","EXW","GBP/kg","0.29","0.07","before 2004","excluding transport to processing plant"
"Prepared and Preserved Fruit & Vegetables","Apricot  (Prunus armeniaca L.)","Organic","dried","Pakistan","CP","EXW","GBP/kg","0.31","0.07","15/Nov/07","excluding transport to processing plant"
"Prepared and Preserved Fruit & Vegetables","Araza","Organic","pulp","Costa Rica","SPO / HL","FOB","USD/kg","1.61","0.32","12/Jul/06",""
"Prepared and Preserved Fruit & Vegetables","Banana","Organic","dried","Bolivia","SPO / HL","FOB","USD/kg","3","0.45","before 2004",""
"Prepared and Preserved Fruit & Vegetables","Banana","Organic","dried","Brazil","SPO / HL","FOB","USD/kg","2.6","0.65","before 2004",""
"Prepared and Preserved Fruit & Vegetables","Banana","Organic","dried","Costa Rica","SPO / HL","FOB","USD/kg","4.2","0.8","before 2004",""
"Prepared and Preserved Fruit & Vegetables","Carambola (Starfruit)","Conventional","pulp","Worldwide","SPO / HL","FOB","-","Commercial price","15% of the commercial price","11/Apr/13",""
"Prepared and Preserved Fruit & Vegetables","Carambola (Starfruit)","Organic","pulp","Worldwide","SPO / HL","FOB","-","Commercial price","15% of the commercial price","11/Apr/13",""
"Prepared and Preserved Fruit & Vegetables","Cherry","Conventional","dried","Pakistan","CP","EXW","GBP/kg","Commercial price","0.66","1/Feb/11","already certified operators"
"Prepared and Preserved Fruit & Vegetables","Cherry","Conventional","dried","Worldwide","SPO","EXW","USD/kg","Commercial price","1.04","1/Feb/11",""
"Prepared and Preserved Fruit & Vegetables","Cherry","Organic","dried","Pakistan","CP","EXW","GBP/kg","Commercial price","0.66","1/Feb/11","already certified operators"
"Prepared and Preserved Fruit & Vegetables","Cherry","Organic","dried","Worldwide","SPO","EXW","USD/kg","Commercial price","1.04","1/Feb/11",""
"Prepared and Preserved Fruit & Vegetables","Grapefruit  (Citrus x paradis)","Conventional","Concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","1200","100","before 2004",""
"Prepared and Preserved Fruit & Vegetables","Grapefruit  (Citrus x paradis)","Organic","Concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","1500","100","before 2004",""
"Prepared and Preserved Fruit & Vegetables","Guava","Conventional","Concentrate","Worldwide","SPO / HL","FOB","-","Commercial price","15% of the commercial price","19/Dec/13",""
"Prepared and Preserved Fruit & Vegetables","Guava","Conventional","pulp not from concentrate","Worldwide","SPO / HL","FOB","USD/MT","580","60","23/Jun/04",""
"Prepared and Preserved Fruit & Vegetables","Guava","Organic","Concentrate","Worldwide","SPO / HL","FOB","-","Commercial price","15% of the commercial price","19/Dec/13",""
"Prepared and Preserved Fruit & Vegetables","Guava","Organic","pulp not from concentrate","Worldwide","SPO / HL","FOB","USD/MT","670","70","23/Jun/04",""
"Prepared and Preserved Fruit & Vegetables","Lemon","Conventional","Concentrate juice","Worldwide","SPO / HL","FOB","-","Commercial price","15% of the commercial price","19/Dec/13",""
"Prepared and Preserved Fruit & Vegetables","Lemon","Conventional","Not from concentrate juice","Worldwide","SPO / HL","FOB","-","Commercial price","15% of the commercial price","19/Dec/13",""
"Prepared and Preserved Fruit & Vegetables","Lemon","Organic","Concentrate juice","Worldwide","SPO / HL","FOB","-","Commercial price","15% of the commercial price","19/Dec/13",""
"Prepared and Preserved Fruit & Vegetables","Lemon","Organic","Not from concentrate juice","Worldwide","SPO / HL","FOB","-","Commercial price","15% of the commercial price","19/Dec/13",""
"Prepared and Preserved Fruit & Vegetables","Lime","Conventional","Not from concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","670","80","1-Jan-21",""
"Prepared and Preserved Fruit & Vegetables","Lime","Organic","Not from concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","760","80","1-Jan-21",""
"Prepared and Preserved Fruit & Vegetables","Lychee","Conventional","pulp","Eastern Africa and Madagascar","SPO / HL","FOB","-","Commercial price","6% of the commercial price","19/Sep/11",""
"Prepared and Preserved Fruit & Vegetables","Mandarin","Conventional","Concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","1955","160","4/Dec/08",""
"Prepared and Preserved Fruit & Vegetables","Mandarin","Conventional","Not from concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","690","70","4/Dec/08",""
"Prepared and Preserved Fruit & Vegetables","Mandarin","Organic","Concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","2875","190","4/Dec/08",""
"Prepared and Preserved Fruit & Vegetables","Mandarin","Organic","Not from concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","1035","100","4/Dec/08",""
"Prepared and Preserved Fruit & Vegetables","Mango","Conventional","pulp; Alphonso","Southern Asia","SPO / HL","FOB","USD/kg","0.965","0.12","1/Jan/20",""
"Prepared and Preserved Fruit & Vegetables","Mango","Conventional","pulp; Kesar","Southern Asia","SPO / HL","FOB","USD/kg","0.76","0.095","1/Jan/20",""
"Prepared and Preserved Fruit & Vegetables","Mango","Conventional","pulp","Southern Asia","SPO / HL","FOB","USD/kg","0.6","0.06","1/Jan/20",""
"Prepared and Preserved Fruit & Vegetables","Mango","Conventional","pulp","worldwide (exc. countries/regions with specific prices)","SPO / HL","FOB","USD/kg","0.7","0.06","1/Jan/20",""
"Prepared and Preserved Fruit & Vegetables","Mango","Organic","pulp; Alphonso","Southern Asia","SPO / HL","FOB","USD/kg","1.215","0.12","1/Jan/20",""
"Prepared and Preserved Fruit & Vegetables","Mango","Organic","pulp; Kesar","Southern Asia","SPO / HL","FOB","USD/kg","0.955","0.095","1/Jan/20",""
"Prepared and Preserved Fruit & Vegetables","Mango","Organic","pulp","Southern Asia","SPO / HL","FOB","USD/kg","0.65","0.06","1/Jan/20",""
"Prepared and Preserved Fruit & Vegetables","Mango","Organic","pulp","worldwide (exc. countries/regions with specific prices)","SPO / HL","FOB","USD/kg","0.75","0.06","1/Jan/20",""
"Prepared and Preserved Fruit & Vegetables","Orange","Conventional","Frozen concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","2300","250","7/Jan/19",""
"Prepared and Preserved Fruit & Vegetables","Orange","Conventional","Not from concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","650","60","7/Jan/19",""
"Prepared and Preserved Fruit & Vegetables","Orange","Organic","Frozen concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","3250","350","7/Jan/19",""
"Prepared and Preserved Fruit & Vegetables","Orange","Organic","Not from concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","970","90","7/Jan/19",""
"Prepared and Preserved Fruit & Vegetables","Papaya","Conventional","dried","Eastern Africa","SPO","EXW","USD/MT","1886","300","17/Dec/12",""
"Prepared and Preserved Fruit & Vegetables","Papaya","Organic","dried","Eastern Africa","SPO","EXW","USD/MT","2095","300","17/Dec/12",""
"Prepared and Preserved Fruit & Vegetables","Passion Fruit","Conventional","Concentrate juice","Eastern Africa","SPO / HL","FOB","USD/MT","4365","480","22/Apr/13",""
"Prepared and Preserved Fruit & Vegetables","Passion Fruit","Conventional","Concentrate juice","South America","SPO / HL","FOB","USD/MT","4800","480","30/Apr/10",""
"Prepared and Preserved Fruit & Vegetables","Passion Fruit","Conventional","Not from concentrate juice","Eastern Africa","SPO / HL","FOB","USD/MT","1335","150","22/Apr/13",""
"Prepared and Preserved Fruit & Vegetables","Passion Fruit","Conventional","Not from concentrate juice","South America","SPO / HL","FOB","USD/MT","1700","170","30/Apr/10",""
"Prepared and Preserved Fruit & Vegetables","Passion Fruit","Organic","Concentrate juice; pre-processing","South America","SPO / HL","FOB","USD/MT","5200","520","30/Apr/10",""
"Prepared and Preserved Fruit & Vegetables","Passion Fruit","Organic","Concentrate juice","Eastern Africa","SPO / HL","FOB","USD/MT","4800","530","22/Apr/13",""
"Prepared and Preserved Fruit & Vegetables","Passion Fruit","Organic","Not from concentrate juice","Eastern Africa","SPO / HL","FOB","USD/MT","1470","165","22/Apr/13",""
"Prepared and Preserved Fruit & Vegetables","Passion Fruit","Organic","Not from concentrate juice","South America","SPO / HL","FOB","USD/MT","1850","185","30/Apr/10",""
"Prepared and Preserved Fruit & Vegetables","Persimmon","Conventional","dried","Pakistan","CP","EXW","-","Commercial price","15% of the commercial price","6/Sep/17",""
"Prepared and Preserved Fruit & Vegetables","Persimmon","Organic","dried","Pakistan","CP","EXW","-","Commercial price","15% of the commercial price","6/Sep/17",""
"Prepared and Preserved Fruit & Vegetables","Pineapple","Conventional","Concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","1600","160","12/Mar/07",""
"Prepared and Preserved Fruit & Vegetables","Pineapple","Conventional","Not from concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","550","50","before 2004",""
"Prepared and Preserved Fruit & Vegetables","Pineapple","Organic","Concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","1950","195","12/Mar/07",""
"Prepared and Preserved Fruit & Vegetables","Pineapple","Organic","dried","Togo","SPO","FOB","EUR/kg","8.4","0.6","23/Jun/04",""
"Prepared and Preserved Fruit & Vegetables","Pineapple","Organic","Not from concentrate juice","Worldwide","SPO / HL","FOB","USD/MT","650","60","18/Dec/09",""
"Prepared and Preserved Fruit & Vegetables","Plum","Conventional","dried","South Africa","SPO / HL","EXW","-","Commercial price","15% of the commercial price","24/Jun/13",""
"Prepared and Preserved Fruit & Vegetables","Plum","Conventional","dried","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","24/Jun/13",""
"Prepared and Preserved Fruit & Vegetables","Plum","Organic","dried","South Africa","SPO / HL","EXW","-","Commercial price","15% of the commercial price","24/Jun/13",""
"Prepared and Preserved Fruit & Vegetables","Plum","Organic","dried","Worldwide","SPO","EXW","-","Commercial price","15% of the commercial price","24/Jun/13",""
"Prepared and Preserved Fruit & Vegetables","Raisin","Conventional","dried; pre-processing","South Africa","SPO","EXW","ZAR/kg","10.01","1.82","16/Nov/11","delivered to local warehouse of processor"
"Prepared and Preserved Fruit & Vegetables","Raisin","Conventional","dried; processed","South Africa","SPO","FOB","ZAR/kg","14.79","1.82","16/Nov/11","removal of stalk; oil coating; grading; and packaging"
"Prepared and Preserved Fruit & Vegetables","Raisin","Conventional","dried","Central Asia","SPO","EXW","USD/Kg","1.67","0.26","11/Oct/12",""
"Prepared and Preserved Fruit & Vegetables","Raisin","Conventional","","South America","SPO","EXW","USD/kg","1.85","0.26","6/Jul/09",""
"Prepared and Preserved Fruit & Vegetables","Raisin","Conventional","","South America","SPO","FOB","USD/kg","2","0.26","6/Jul/09",""
"Prepared and Preserved Fruit & Vegetables","Raisin","Conventional","","Southern Asia","SPO","EXW","USD/kg","1.67","0.26","6/Jul/09",""
"Prepared and Preserved Fruit & Vegetables","Raisin","Conventional","","Southern Asia","SPO","FOB","USD/kg","1.9","0.26","6/Jul/09",""
"Prepared and Preserved Fruit & Vegetables","Raisin","Organic","dried","Central Asia","SPO","EXW","USD/Kg","2","0.26","11/Oct/12",""
"Prepared and Preserved Fruit & Vegetables","Raisin","Organic","","South America","SPO","EXW","USD/kg","2.22","0.26","6/Jul/09",""
"Prepared and Preserved Fruit & Vegetables","Raisin","Organic","","South America","SPO","FOB","USD/kg","2.4","0.26","6/Jul/09",""
"Prepared and Preserved Fruit & Vegetables","Raisin","Organic","","Southern Asia","SPO","EXW","USD/kg","2","0.26","6/Jul/09",""
"Prepared and Preserved Fruit & Vegetables","Raisin","Organic","","Southern Asia","SPO","FOB","USD/kg","2.28","0.26","6/Jul/09",""
"Prepared and Preserved Fruit & Vegetables","Tomato","Conventional","dried","Burkina Faso","SPO","FOB","USD/kg","8.12","0.81","before 2004",""
"Sports balls","Sports ball","Conventional","","Worldwide","HL","FOB","-","Commercial price","10% of the commercial price","1/Jan/04",""
"Tea","Camellia","Conventional","Instant tea","Worldwide","SPO / HL","","-","Commercial price","15% of the commercial price","1/Jan/11","instant tea processed from made tea from Fairtrade certified producers"
"Tea","Camellia","Conventional","","Africa (exc. Eastern Africa and Malawi)","SPO / HL","Auction","USD/kg","1.2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Africa (exc. Eastern Africa and Malawi)","SPO / HL","FOB","USD/kg","1.2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Asia (exc. China; India; Sri Lanka)","SPO / HL","Auction","USD/kg","1.4","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Asia (exc. China; India; Sri Lanka)","SPO / HL","FOB","USD/kg","1.4","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","China","SPO","Auction","USD/kg","1.2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","China","SPO","FOB","USD/kg","1.2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Eastern Africa (exc. Kenya; Uganda; Tanzania and Rwanda)","SPO / HL","Auction","USD/kg","1.4","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Eastern Africa (exc. Kenya; Uganda; Tanzania and Rwanda)","SPO / HL","FOB","USD/kg","1.5","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","India - Darjeeling","SPO / HL","Auction","USD/kg","Commercial price","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","India - Darjeeling","SPO / HL","FOB","USD/kg","Commercial price","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","India - Nilgiri","SPO / HL","Auction","USD/kg","2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","India - Nilgiri","SPO / HL","FOB","USD/kg","2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Kenya","SPO / HL","Auction","USD/kg","1.7","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Kenya","SPO / HL","FOB","USD/kg","1.8","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Malawi","SPO / HL","Auction","USD/kg","1.1","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Malawi","SPO / HL","FOB","USD/kg","1.4","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","North India","SPO / HL","Auction","USD/kg","2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","North India","SPO / HL","FOB","USD/kg","2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Rwanda","SPO / HL","Auction","USD/kg","2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Rwanda","SPO / HL","FOB","USD/kg","2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","South America","SPO / HL","Auction","USD/kg","1.2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","South America","SPO / HL","FOB","USD/kg","1.2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","South India (exc. Nilgiri)","SPO / HL","Auction","USD/kg","1.6","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","South India (exc. Nilgiri)","SPO / HL","FOB","USD/kg","1.6","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Sri Lanka","SPO / HL","Auction","USD/kg","2.4","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Sri Lanka","SPO / HL","FOB","USD/kg","2.4","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Tanzania","SPO / HL","Auction","USD/kg","1.5","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Tanzania","SPO / HL","FOB","USD/kg","1.6","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Uganda","SPO / HL","Auction","USD/kg","1.7","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Uganda","SPO / HL","FOB","USD/kg","1.8","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Conventional","","Worldwide","SPO / HL","","USD/kg","Commercial price","1.1","1/Nov/10","All teas using orthodox method except fannings and dust"
"Tea","Camellia","Organic","Instant tea","Worldwide","SPO / HL","","-","Commercial price","10% of the commercial price","1/Jan/11","instant tea processed from made tea from Fairtrade certified producers"
"Tea","Camellia","Organic","","Africa (exc. Eastern Africa and Malawi)","SPO / HL","Auction","USD/kg","1.4","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Africa (exc. Eastern Africa and Malawi)","SPO / HL","FOB","USD/kg","1.4","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Asia (exc. China; India; Sri Lanka)","SPO / HL","Auction","USD/kg","1.6","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Asia (exc. China; India; Sri Lanka)","SPO / HL","FOB","USD/kg","1.6","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","China","SPO","Auction","USD/kg","1.4","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","China","SPO","FOB","USD/kg","1.4","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Eastern Africa (exc. Kenya; Uganda; Tanzania and Rwanda)","SPO / HL","Auction","USD/kg","1.6","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Eastern Africa (exc. Kenya; Uganda; Tanzania and Rwanda)","SPO / HL","FOB","USD/kg","1.7","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","India - Darjeeling","SPO / HL","Auction","USD/kg","Commercial price","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","India - Darjeeling","SPO / HL","FOB","USD/kg","Commercial price","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","India - Nilgiri","SPO / HL","Auction","USD/kg","2.2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","India - Nilgiri","SPO / HL","FOB","USD/kg","2.2","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
"Tea","Camellia","Organic","","Kenya","SPO / HL","Auction","USD/kg","1.9","0.5","1/Nov/10","All teas using CTC method; Fannings and Dust using orthodox method"
